date,duration
461983729,120
1303240636,60
332621980,45
1068937220,45
1339226025,45
126542555,90
916034666,45
225496471,120
1450009534,60
471457842,120
1309547970,120
901161213,90
1764134,45
959582096,90
866871897,180
529991678,120
872162614,180
360657767,45
611714292,120
954967203,120
1251648984,180
958861332,180
910312854,120
215503838,45
1303246512,90
355532521,45
918100397,45
1498241232,45
210707600,45
1277967022,90
699052086,120
874057036,90
1399302650,45
768861594,90
1189327074,180
1037182444,90
463544578,60
234328585,180
811538931,120
1255628067,180
556436195,90
1216967361,180
1240536288,45
272408671,60
1421299205,90
668846234,180
78447858,90
1244362657,180
1340997734,45
456617423,60
170156561,45
55255735,120
1307168354,45
499443150,120
42090760,120
1042911879,120
776150594,90
605097269,120
580512362,120
82472494,120
126948881,180
1291280291,180
477417187,180
1288628607,60
420148326,45
467882730,60
34335501,90
773016635,60
1415852929,180
425080258,60
1369266346,120
589399880,45
1040951506,180
849112665,60
903173709,120
768589921,120
1164648702,120
137128245,120
154664335,45
1280447823,180
1491823264,45
506205275,120
400221931,180
1017258282,60
235576274,120
139031189,60
206529693,120
1497549893,180
1523987090,60
1257434218,60
1493871263,60
981442591,120
463688939,60
113713796,120
754868329,60
1102626779,120
1223405770,180
1118127793,120
1349629011,45
1470058594,120
1169690377,90
930729599,120
884002911,60
197056315,60
898423629,45
204443116,180
1182994681,60
1010327448,60
1419321674,45
291027222,45
517369549,120
745857555,90
1118836897,60
1399715482,180
1484438772,180
893128737,180
149817185,180
519386506,45
1129564614,45
1362285749,180
1476485352,45
552792625,60
1086769122,90
1448546792,180
149207948,180
174825682,120
326150363,60
903621852,60
1034705710,180
1331891129,60
1510102910,120
715820687,120
771485023,45
106211762,45
400071456,60
1081368889,120
512124635,45
1391434517,60
1300612515,60
294661942,60
961572376,120
799257123,90
624255027,180
927865877,45
989300541,180
488921184,45
386058796,120
884472371,120
167290960,180
1263066746,90
1193072445,45
911014453,120
1254261893,90
1073083665,60
178988408,120
784664348,180
1506743139,45
1183746845,45
1266992786,120
1254267711,90
323199673,120
1306457249,180
631875585,60
343619942,90
595518113,180
713987205,90
408520727,60
413131187,90
291580976,60
507775742,60
8771428,45
1063588015,45
607114660,60
241012222,180
233839890,45
1309549219,180
244772042,90
252265126,90
735775538,45
746113771,180
1091626294,45
1275723802,45
49497655,60
1100597074,45
975859379,90
878571071,120
471622922,120
350763516,45
333360305,120
1278785698,180
228447530,120
1371370886,180
281627815,45
786587750,120
1264402424,60
10257987,90
691656263,180
812556089,120
379675767,45
77840194,60
538870624,90
127165968,45
1256670098,180
987916867,120
559830350,45
390384893,45
250598388,45
794847763,120
618097779,45
425840443,90
8363108,60
185664675,180
496130905,120
261255295,120
1498357187,60
1381294072,120
1097952902,60
950036640,120
156197754,180
824952992,90
126768135,60
15490668,90
559859306,60
381446139,180
1484477044,90
317632059,60
787827740,60
874173996,90
1410076900,90
470840544,45
130398966,60
744326010,45
34535908,45
991404415,120
1165099291,120
1085401515,45
592680815,180
1447819967,60
1083053795,120
183987814,45
365343997,180
877283179,120
256180721,180
1075182516,120
1492780955,60
408451206,45
236988742,120
1300114499,60
1403944339,90
1154923657,60
74838609,60
912149868,180
483547215,180
943569101,90
307668849,60
1101438807,45
684320884,120
1204255004,60
527496191,60
597420249,45
335168125,60
1197486853,90
1304655758,180
276775990,60
484780269,60
615918924,60
934365066,120
574256374,90
1312683552,60
672761191,45
862104800,120
194531041,180
143636879,90
374881299,45
899860720,180
258998909,90
1224022404,120
1164265087,45
1008992093,60
496010062,45
227419064,60
1170811121,120
321292668,120
1392862160,90
988961781,45
569058929,120
1147173353,120
1375359978,120
1416490667,90
1277373904,60
579868160,120
442764226,180
1422913685,180
208833756,60
856994280,180
863725806,90
1227877746,60
865052287,60
1480369549,180
584575209,180
994132139,45
573934330,45
173738191,45
989176112,180
906122042,120
1355308819,90
92372313,45
554871022,120
1062871788,180
433011832,180
1491168501,45
474828670,90
1109162733,45
80992470,60
4094243,90
127775695,60
565750534,120
192634657,45
346693819,180
982641830,120
1215880603,60
1011431939,120
87677134,120
346715603,120
945051869,180
81464223,60
1202901527,60
873061703,120
4934448,180
624266238,180
388870584,60
178338133,180
21722401,60
297559397,120
456984920,45
1393223238,45
1364415760,60
1261376052,90
1088812834,45
919734017,60
1404830219,60
1235783774,180
602679412,120
1164540732,180
103007045,60
856661134,120
205584903,180
602983869,45
663234666,60
1554529805,90
11824995,120
457027246,60
806093851,60
1139839459,90
745327517,180
571051430,180
954581323,180
1264094385,45
550847603,90
941564278,45
890768673,45
531800648,120
1298482746,60
1439546599,45
732007301,180
363896379,180
279879146,120
1226421753,90
780680596,180
771031349,60
1412072024,180
69216610,120
698231285,60
1212688109,180
1270350622,45
166299416,180
1189644360,120
379343870,45
760121311,180
1535691659,120
959435865,120
1298632973,180
1222150931,180
163176937,45
609265982,180
1002147026,120
443573166,90
720580347,90
477969045,120
1116083052,120
809110497,45
673893403,90
1529252436,180
1374216680,180
697398464,180
1259194520,45
1119054341,45
419627976,60
376259020,180
1366504547,180
824871517,45
1018594799,60
88907366,60
672426886,60
1346502761,180
160727983,180
782549707,180
236538656,120
276425057,45
5115658,45
187545506,90
202580232,180
964777722,120
1547794112,120
870379643,60
862875859,180
922986720,45
913738914,60
1476657472,60
272451919,120
790995846,60
28020161,120
7711133,45
678442794,45
1413227407,60
1109816907,180
691718557,90
1294975271,120
1037505308,60
552091164,180
1424060553,180
1329674358,45
127143433,90
1520934220,45
965445669,180
219185459,180
768634576,60
108880317,180
1247717618,90
794156124,90
1288175962,45
874120300,60
1273592281,90
1261386317,180
348857217,120
1388705552,90
1371968745,180
516223097,90
210864741,180
264169380,120
1212372071,60
129234049,180
152387424,180
203891396,60
844927487,90
971076024,45
792198132,180
1018099128,60
372859823,120
37783760,120
1118593953,60
255580750,120
1245083180,180
20923351,120
907727758,60
1200556502,60
1257740089,90
1198202503,180
102202533,60
996849377,120
664034010,90
636155787,45
1448631108,45
1287471190,180
153506010,90
367694011,60
847568139,45
1416629188,180
245036727,90
1508183004,120
35470495,45
621547895,120
1018507548,45
1022419164,180
214521681,45
1282326819,90
538762323,180
1377135158,90
1483146160,180
76962609,180
979887355,180
1392542434,180
1205887359,90
906184340,180
638379233,120
895971251,120
1197578341,45
1286223702,60
106255164,180
473517235,45
783788973,90
265433361,120
1217793647,120
1306902248,180
726975790,120
764902216,90
26733652,120
439096187,90
666643884,120
1495992776,180
344677319,180
1367197824,180
1529861723,60
578228024,120
552358830,180
1299497766,60
322780281,90
533469477,90
1059353049,90
531864955,60
86454339,180
1490817830,90
296001445,90
768903789,120
1539673094,60
1448324183,90
1033128148,90
1125512689,90
1181366371,90
1528673406,90
943503996,180
1130290322,45
1085563552,45
1460206377,180
911043805,180
1287381031,90
1280915685,60
800751495,45
239453122,120
1194889848,90
813185142,120
1352420577,90
479166529,60
25851988,60
79190103,120
381056928,120
1282630274,60
1221328733,45
1286952469,45
527836981,120
1507386360,180
1336376611,45
1269855150,60
586920680,45
1236840370,90
385674638,60
281891133,180
565253522,60
1441261263,180
342021422,90
478981287,60
878396586,180
860096092,60
1054884060,180
1336166392,45
909772052,180
1119394153,90
1164622128,90
957613373,60
275280049,45
593110790,90
407224712,90
363122889,180
1080593892,45
908058807,120
361393298,90
1080555931,45
220758120,120
191735141,120
390088373,60
510934499,60
46035765,90
420788656,120
467910067,90
1067236082,180
772215754,45
786724306,120
774984871,120
1185411295,90
1291313289,90
363466175,180
1172383039,45
856190879,45
763073214,45
680119284,180
368785019,120
555351198,60
309260890,90
1448748073,90
753487616,90
473063297,180
297685735,45
1417853748,60
1125014454,60
654709453,120
892140655,120
167347292,60
1269015427,120
735307361,45
585434104,180
734589868,180
7171980,90
730971831,60
116243903,120
1214589529,45
228210772,180
127077714,45
1047535883,90
1479437803,120
1241170606,60
1334225274,180
162366092,60
419220057,60
318382374,90
536314651,180
669949293,90
210914270,90
557732673,180
1375435991,90
1556016949,45
1392004082,90
241040225,90
1215846628,60
1053885983,90
881506862,60
97760474,180
1366232803,45
891910509,60
440696441,60
1464515488,45
1030773482,120
460264147,60
264198374,90
118798106,45
65144579,60
325107676,45
904991215,45
296436292,180
1273008406,45
617633838,120
1001345695,60
1199616998,90
25088442,120
356984829,60
1297230910,60
368074269,180
408744099,90
724688452,45
1169556518,60
924687438,60
366977823,180
160944487,180
935382525,120
1110521725,90
100208408,90
109445364,60
471770422,45
526801684,120
62506439,180
519115539,180
1268039581,120
743527677,120
920108460,90
997612492,90
374174432,90
491432474,90
450011484,45
1037224094,180
207425085,45
951573266,90
1304337627,45
1433754596,90
1276657326,90
1208010916,45
1227206344,120
487422744,90
148397421,120
931755401,120
89895100,45
421362940,90
471049440,180
854626987,60
1389477605,60
781445556,60
1351131414,45
938607609,60
416226365,45
26125733,45
252352282,60
537723581,180
333971975,60
943711966,45
1087575988,60
962844004,60
1302589032,90
795218758,45
1148085596,60
598982563,120
148795284,60
1522219770,120
1260502361,180
1472752362,120
487452297,120
458817407,180
1134906596,120
609512282,90
600748097,120
1501023526,45
556995667,60
48103338,45
618230203,45
232094905,45
173469461,45
1434772843,180
1484664286,120
1090829159,60
1451732073,90
349634961,120
249770432,120
23817497,180
29698518,90
520708513,120
230074011,60
26682793,120
1051024596,45
1389037993,60
922931778,120
878538920,180
1509230705,180
825919511,90
1328042899,90
843571519,180
104100677,180
750752961,45
910085842,45
12766830,180
471889842,120
1110311232,180
383367714,45
1356575366,120
1197763023,60
1292660831,90
1364400517,45
377177226,90
85059579,180
573101763,45
1158350176,120
1393652959,60
412594336,180
851265689,60
91194117,180
40629623,180
718973173,90
349051902,45
212635069,60
132998094,90
213763978,60
1098771911,60
894197949,45
451674666,180
1231074440,120
286015348,45
449633947,45
647591679,90
728661810,90
1049910890,60
252099559,60
1551285045,90
1431589930,180
513984451,90
146415406,90
1044185814,60
506415778,60
252581495,180
256143389,180
1384143,90
552712142,45
1099888419,180
862524442,60
641478702,180
45192087,45
237158785,45
920312215,120
164025109,45
1195593029,120
641565664,90
1381654927,45
516058945,120
44788168,180
885176487,120
1172223869,180
1171273890,45
311773940,90
887529019,90
10048562,60
1100335639,180
1414242955,45
721418099,90
208391107,180
619487467,60
969791416,120
1388133823,180
1466958063,120
1471385804,60
1340881300,180
1352118319,120
35354985,45
1086216199,120
110523268,180
858924628,90
147590805,45
886474087,60
917594897,120
1040500636,60
716952885,45
201006650,60
1176819084,120
159178392,45
1497610697,180
1452054881,45
79686068,60
33773450,45
860758128,120
1218247369,45
23104272,90
981703484,90
1005729682,45
13158895,120
945701926,120
552809269,60
563254013,45
398820482,90
1150510502,180
1009359945,60
1196265908,90
1362500195,120
388807966,180
1119760032,90
1486398959,60
675028072,180
959247393,60
1366569449,120
452937057,90
534913568,120
67393154,90
573084742,180
1487270310,120
633458088,180
203787954,45
935932321,90
846775402,45
48033410,120
98684709,180
954179499,120
486867839,45
1228721827,120
1462863331,60
1493820425,60
337482662,120
318464718,60
23173624,45
217679588,90
826967564,180
646441192,90
1214625864,90
524807625,60
375882261,90
1058448129,45
991733473,180
333860756,120
346554459,90
3841980,60
1220516575,60
666810917,180
810284453,45
856226710,90
1071372248,45
1028725484,90
1317105368,45
664523540,120
1493112381,45
983082999,45
243043507,60
1512229179,60
740562147,60
960692754,180
1116442536,90
1327767723,180
148170747,90
392489789,45
442951874,90
1101131661,60
1216837751,180
110206202,45
1391779166,120
1098548061,45
1531589038,180
287475817,45
1342199155,45
1509251634,90
1217404132,90
1261443131,120
420848626,60
120140398,120
1154249262,90
1326879316,60
1097186341,90
1427228507,120
342969254,120
837008320,90
1053681785,120
173024455,90
43258436,180
608531664,120
1335745622,45
1129423808,60
930892670,180
1270653579,180
1036994071,90
207307617,60
1201218542,45
114902882,180
527056252,90
3480651,180
1202956472,60
235334830,120
1462889565,180
1036468117,45
77872546,60
797387130,60
1390196048,60
945715950,120
233833587,90
119523255,60
1098743713,60
183593408,45
1528120165,120
831103925,90
1004518453,60
837397272,120
637256794,90
222066353,90
1037975095,60
1170087864,90
1313528751,180
807180415,45
358001782,120
577602547,60
1155265577,120
226126479,120
309809519,120
239711889,180
1481766114,60
1050188551,60
284587583,90
388042446,120
974728953,180
33271808,60
1382057671,60
1068033030,60
761420305,90
1054057802,45
468338068,60
409465582,60
885179344,60
397315335,90
1446344758,45
1221026099,120
499075812,45
482177209,180
683430770,120
1137053669,180
1068105296,45
881851932,60
1119405321,45
997264944,60
286702354,45
101484829,90
556945143,60
1222711700,45
1325165374,45
990281565,60
1363070398,45
1081385223,45
401358321,90
1104755732,60
26231231,60
1330224646,120
117172301,180
54438065,45
14891353,60
900749655,120
847860412,90
580595301,60
1259420527,45
60739167,60
46630798,90
1071830427,90
74318751,90
1054866345,180
957654879,60
619154663,120
1133325248,180
324968753,60
698373930,60
55426915,60
501812315,60
1342680266,45
394414327,180
1242490010,180
589502000,45
363829599,120
765410098,120
1356923829,120
530363486,60
1468714435,60
1447860276,45
1347555529,45
544405833,90
1324379383,90
344182037,60
425452326,90
1446880938,90
343423545,45
1132140309,60
407326470,45
220613127,180
1006523225,45
417448790,120
444165746,45
202176969,45
1205712413,180
412950927,180
1028706184,180
1538580745,180
901088334,180
1515326225,45
811585977,180
327925608,180
1513316287,120
577357493,180
597629820,90
1323642900,45
1176890162,60
1311430878,45
1420590254,60
411539947,180
705087449,180
1228799137,120
1398262797,120
1108483464,120
478605081,120
1079094853,120
791527999,60
274413074,90
144432143,60
1467483221,60
322223442,60
973605374,60
166923819,90
1437560335,120
836674164,120
942593691,120
1194820631,120
1115180456,60
46975043,60
513469068,45
300280764,120
1360814017,120
226934242,180
879829150,120
434622182,90
142024337,180
1091512386,90
101160184,60
237961428,60
1408647064,180
849953409,90
1519687196,180
350493960,120
944285403,180
894882818,45
1101100210,60
1426155784,120
116968103,45
1512414216,60
289693808,60
616174704,180
779725525,120
1179243036,180
944584158,45
1085783067,60
914499218,120
579928728,45
623445698,60
1119654438,45
35831066,120
1274110645,90
1466428148,45
1097761915,45
337419544,60
102852867,60
912277708,90
1461048805,45
1174011409,90
908289786,45
903025233,45
1245695608,60
1535996444,45
386729124,60
643249341,60
891695642,120
626264431,120
805121758,120
919354292,45
918616959,60
1485563615,90
377516709,60
1417414314,45
169891607,90
1404954313,45
1378410309,180
282690005,90
86422373,60
54406467,120
818567433,180
230137773,90
188600402,180
1112131072,120
881759169,60
1039330857,45
343132307,45
595425036,60
1365772578,60
459885965,120
108456895,90
1175403820,90
1215053617,120
10342113,120
599154176,120
1323404431,180
1019134462,60
1002212182,120
1428490572,60
1482775968,90
29654879,180
828106150,180
1061099236,45
289047279,60
1324103159,90
1386587167,180
889034475,60
49982508,90
1013698109,45
670350243,90
285695513,120
1429174895,90
1292170577,120
1369379796,90
252616323,60
790327862,90
1048725292,45
73094953,45
1039036807,120
665238115,45
18516036,60
14242716,60
239481433,90
719931957,180
419395255,45
1451351501,90
1503156387,60
160882178,120
435428894,60
204619902,90
600799200,90
1232826671,90
316965689,60
998849905,60
1283665,90
1022549545,180
595680290,60
1175651209,180
211044663,180
110787789,60
444885261,45
1056399838,45
1477702003,180
324132844,180
872250229,90
177890091,45
1329351747,90
1535951564,60
209530967,90
253772887,120
899436959,180
1375900443,120
1424270582,180
1268789254,45
1367495712,180
807809339,90
262117622,60
808181955,45
1306034844,180
161481396,60
739130415,60
42405165,45
1156449562,180
242543689,180
1235766556,90
771709913,90
73471122,90
1545991405,180
178895924,120
1342863412,90
1513919891,90
637393443,180
1163500718,60
604278602,90
1140709442,45
886915684,120
1220843716,60
419411287,60
775281425,60
850181852,60
556295682,60
1235720637,60
641106866,180
686694610,90
1495507170,45
1430732299,60
359241457,120
1443702833,45
1320076650,45
627331365,90
1080216734,120
210373175,180
115099593,180
990597117,90
1337916951,120
575997601,45
1014487922,90
1058288785,180
14862620,180
336523414,180
1532932173,60
114600640,45
689068087,120
121020700,90
1305392468,180
155341373,45
500766493,120
343841646,60
96898612,90
593421352,180
357021987,45
223870960,120
720561793,120
520424795,180
1150382067,120
676142284,45
1396406509,90
1496967652,120
996540553,60
946198933,120
686669686,45
567177323,60
626176920,60
3002083,90
982462555,120
640462288,60
1117002062,180
521719320,45
455531158,45
868736659,45
157199169,120
776800961,45
788729500,180
23548251,180
1548312570,90
1288513723,180
920161208,45
107864651,120
1142355155,45
212920028,60
64674436,120
164423956,60
696644802,90
455772914,180
14875288,90
63144102,120
553943147,90
1089341926,90
1333494055,120
384980048,90
74026424,120
85726281,45
1132141383,60
1247315654,180
963483697,120
592088120,60
374286361,60
486546296,180
979525250,45
743257583,120
792576350,90
751895459,120
794264495,60
1389968166,60
1485176875,90
493741657,180
618815469,60
1410837764,45
1233916327,45
1405383612,45
653959858,90
717708885,180
887042345,180
1454894057,180
190086281,180
618484401,120
311598901,60
356379841,120
904769264,180
835551566,45
1146321504,180
709041390,45
1176740387,120
250083665,120
860405933,60
1035425691,60
1478520502,90
693276633,180
1390837160,120
719818413,120
824002253,180
328488235,180
849243652,180
1277877151,90
475535341,60
355581499,60
1344668630,90
307090777,45
60892832,90
1093819406,60
619760292,180
409850115,120
1040047926,90
1534687487,120
759745307,120
941928989,60
178867911,180
325888521,90
82542355,60
686866130,45
695289335,90
1252782311,120
595021636,90
1539829555,120
1072694301,90
1206226253,60
543081551,90
1532905874,60
1306008751,180
1519364236,60
309365471,180
1325540889,90
625263050,60
777811983,60
941287129,60
196053804,90
1385735968,90
946360565,120
1503797780,60
312614585,90
1004241521,90
219959739,90
631255579,90
1073538446,90
1399323541,45
247236311,120
1255491119,180
490869653,120
943242039,90
653714758,45
1247772669,45
708010571,180
175316819,60
978107191,180
143626875,90
96932047,90
800388556,120
671120179,120
784645606,180
454752856,120
1250288149,45
1416584846,180
613640270,90
523318486,120
1016892586,45
1260056751,90
113745431,45
1105254668,60
1266867048,120
1077528967,60
304770346,45
1362789507,45
1108570659,45
63013836,60
1005707146,120
964973433,90
531898800,120
40692714,90
772532306,45
447798860,45
62632632,45
713471599,180
485345615,180
1194747894,90
500178577,45
411686179,90
524072773,45
736569846,180
575813223,90
541113480,180
126484334,120
1208771735,45
1151435251,60
1339113025,120
1467714669,90
188168154,90
104847797,60
577965036,120
397222398,180
319795851,90
1262461286,180
281458001,180
1001817776,180
136707167,180
1297351994,60
293480365,60
764912236,60
1515660200,60
133743295,60
1064266379,180
1419119992,45
1067911623,45
1440640953,90
1442466123,90
1420477017,60
333061379,120
303311971,180
610432577,90
831626129,45
302159854,60
938993451,90
207919685,180
765293463,120
818631381,180
1083548390,120
47480734,120
1281319653,45
1175835568,45
1134225949,120
431552936,60
1322222320,90
644524790,90
942028345,45
1091151285,45
498114621,180
1498758487,90
154827824,45
673030920,120
1420545091,60
1137886994,180
608883458,60
234014705,45
544639944,180
964139590,120
781114269,90
1328022308,180
1296594114,45
600507365,120
1439605185,60
727941733,45
1160209656,45
302905645,45
230209586,120
1494147137,180
516579799,45
339892646,180
490894071,120
1397516636,180
1500736298,120
750314848,90
167993524,90
479045701,90
1104246638,45
163461458,90
1213131748,60
327035759,60
329876843,120
897343688,45
1130631694,60
954463373,60
1311944809,60
1042730036,60
439396969,45
1414453217,45
1304742628,120
326214766,180
335191855,180
815110606,45
1019683963,45
234795677,60
1269643099,45
877809745,120
1166811612,90
1531459622,60
132378776,45
407062703,120
909166463,45
182981374,45
1426388617,180
1081286822,90
1406552995,180
105217700,60
852735959,120
618311504,45
1340150758,60
1544565548,90
157718455,45
916274599,90
212351404,180
106656002,180
513136822,180
1552880804,45
778437178,120
25381933,90
1049270826,120
985581787,180
11136425,45
239856542,120
935351710,120
894706071,120
1535265292,180
356054882,180
1151323551,45
1199214261,120
281172029,180
1503519426,120
225636141,180
975390820,180
923640024,90
136634810,120
1245307190,60
730945779,90
246152221,120
1188036436,90
256021120,90
1494692305,90
1044711612,180
459804456,60
326021298,60
117795592,60
546856569,180
1434704142,90
102553380,180
862183073,120
199210856,90
765945029,45
167493093,60
575528711,90
462857471,90
350139062,60
93726949,120
1050967856,120
972294143,90
1141169050,45
200818733,90
1159468229,60
375363295,90
153612928,90
195825181,45
1004287053,60
563675108,45
1374393961,180
864608903,60
1126283636,180
459890819,90
170149780,120
445620239,90
676352217,120
413258082,180
1149540869,90
446158840,60
1495097657,90
553877258,60
583408147,180
1002761297,120
1383578611,180
1358444216,60
793822591,120
151008454,180
754098907,120
1032903306,180
360305792,60
1052065743,180
1060391499,90
480977702,90
1022360959,45
1446932014,120
623527033,90
439553593,90
204046746,120
700132945,60
457245927,180
1147065065,120
936063825,180
981614887,90
686755188,90
887609315,180
385500517,180
1296209717,45
378566384,45
1098765149,60
889902026,60
1415980850,180
587238339,60
486639183,45
20159937,45
1199565758,45
114029291,45
62875075,90
782732423,60
1217652523,45
1248110608,60
1454687952,60
701089798,120
1048092316,120
1038197341,60
1337783597,60
434879546,60
1265342426,90
138536327,45
1405470130,90
592947671,120
109027140,90
782678168,90
904333402,180
238651270,60
659874489,90
1553753076,60
710115580,120
167741021,120
1426877395,180
1428193354,60
827850260,120
610568942,45
148930675,60
77914019,60
1513853743,120
1058390304,180
1394494120,60
282524302,120
1153473694,180
1305294365,60
1133913473,90
972283878,180
137770217,60
272715399,180
1164414207,120
1554168079,60
1205844779,120
1379800094,90
1391911167,60
502008441,90
1041861162,120
1495470590,120
286202358,90
1499390914,90
236778083,180
1125076971,90
812659353,45
966115226,180
880409704,120
1554809426,180
1507959964,45
639284806,60
848355145,45
258988032,60
615842923,90
714735353,180
421227200,60
